id,author,description,guid,to,likecount,link,pubdate,replycount,title,authorChannelUrl,
533,"@luckydeore","M❤❤❤❤","UgwJ0XoA2MT0dABsnt14AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgwJ0XoA2MT0dABsnt14AaABAg","2024-03-18 10:39:31",0,"M❤❤❤❤","http://www.youtube.com/@luckydeore",
534,"@mypiang","who is mythpat","UgzVs6Fc3hIZYn_dWUl4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgzVs6Fc3hIZYn_dWUl4AaABAg","2024-03-18 10:37:31",0,"who is mythpat","http://www.youtube.com/@mypiang",
535,"@premahire7499","Mythpat bhaiiiiiiiiiii🎉","Ugyoeu_u1oYifpGYgVB4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=Ugyoeu_u1oYifpGYgVB4AaABAg","2024-03-18 10:37:07",0,"Mythpat bhaiiiiiiiiiii🎉","http://www.youtube.com/@premahire7499",
536,"@NikhilAmesarArts","Mythpat is the beast","Ugwv704ZCKxwj3w07Tp4AaABAg","",1,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=Ugwv704ZCKxwj3w07Tp4AaABAg","2024-03-18 10:36:32",0,"Mythpat is the beast","http://www.youtube.com/@NikhilAmesarArts",
537,"@user-bn5gf6jg9v","Mythpat opopopopopopopopopopop","UgxR7moUC9Qk1lsTJuV4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgxR7moUC9Qk1lsTJuV4AaABAg","2024-03-18 10:35:36",0,"Mythpat opopopopopopopopopopop","http://www.youtube.com/@user-bn5gf6jg9v",
538,"@SaraswatiVats-wk3ve","Mythpat bhaiii voice is insane❤","Ugybza3NYOiGz_TQAst4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=Ugybza3NYOiGz_TQAst4AaABAg","2024-03-18 10:35:09",0,"Mythpat bhaiii voice is insane❤","http://www.youtube.com/@SaraswatiVats-wk3ve",
539,"@user-red89UA","Привіт , приїжай в Україну в Припять підем ,відчуєш себе сталкером))","Ugz-wkUUYXQUWwGGVp94AaABAg","",1,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=Ugz-wkUUYXQUWwGGVp94AaABAg","2024-03-18 10:34:34",0,"Привіт , приїжай в Україну в Припять підем ,відчуєш себе сталкером))","http://www.youtube.com/@user-red89UA",
540,"@crkrax9568","Mythpat voice sucks","UgyLvGbzTJspQeKVSsR4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgyLvGbzTJspQeKVSsR4AaABAg","2024-03-18 10:33:29",0,"Mythpat voice sucks","http://www.youtube.com/@crkrax9568",
541,"@j.shravankumar4530","Lulu voice","UgzSb5vFkZPO97NFW6N4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgzSb5vFkZPO97NFW6N4AaABAg","2024-03-18 10:32:36",0,"Lulu voice","http://www.youtube.com/@j.shravankumar4530",
542,"@j.shravankumar4530","Mythpat","Ugxf53SVKJnOlLJR2O94AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=Ugxf53SVKJnOlLJR2O94AaABAg","2024-03-18 10:32:20",0,"Mythpat","http://www.youtube.com/@j.shravankumar4530",
543,"@Tech-Master10","❤","UgwIFx4LOI7PAc2Ctzl4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgwIFx4LOI7PAc2Ctzl4AaABAg","2024-03-18 10:28:34",0,"❤","http://www.youtube.com/@Tech-Master10",
544,"@birthdayboygaming4793","what di you say","Ugz-xHy9Gyberv3UrxN4AaABAg","",1,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=Ugz-xHy9Gyberv3UrxN4AaABAg","2024-03-18 10:26:00",0,"what di you say","http://www.youtube.com/@birthdayboygaming4793",
545,"@user-ze3qd8rl3g","Bro your voies is dube in hindi by mith😊","UgwE7a_1PixsNGIGB3l4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgwE7a_1PixsNGIGB3l4AaABAg","2024-03-18 10:25:43",0,"Bro your voies is dube in hindi by mith😊","http://www.youtube.com/@user-ze3qd8rl3g",
546,"@yagmur58","8.15","Ugx6J6mFnRkFI6fhe7p4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=Ugx6J6mFnRkFI6fhe7p4AaABAg","2024-03-18 10:23:45",0,"8.15","http://www.youtube.com/@yagmur58",
547,"@Bharat_7","mythpat fan","UgwxRYiNJHvCA3TRGaV4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgwxRYiNJHvCA3TRGaV4AaABAg","2024-03-18 10:23:39",0,"mythpat fan","http://www.youtube.com/@Bharat_7",
548,"@BrasilPolitizado","Lugar detonado mais e melhor que muitos lugares no Brasil 😂😂😂","UgzyHzamIvxdJSoszzV4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgzyHzamIvxdJSoszzV4AaABAg","2024-03-18 10:22:33",0,"Lugar detonado mais e melhor que muitos lugares no Brasil 😂😂😂","http://www.youtube.com/@BrasilPolitizado",
549,"@Hrkunique","mythpattttttt bahhiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii","Ugwa1PcIGopLY0UVuUR4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=Ugwa1PcIGopLY0UVuUR4AaABAg","2024-03-18 10:21:26",0,"mythpattttttt bahhiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii","http://www.youtube.com/@Hrkunique",
550,"@clik110i","สวัสดีครับ 🙏ผมชมจากประเทศไทย🇹🇭 ชอบคุณและเพื่อนๆครับสนุกดี","UgzBMsJdAbK1ChAJqWl4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgzBMsJdAbK1ChAJqWl4AaABAg","2024-03-18 10:17:22",0,"สวัสดีครับ 🙏ผมชมจากประเทศไทย🇹🇭 ชอบคุณและเพื่อนๆครับสนุกดี","http://www.youtube.com/@clik110i",
551,"@karankharayat5457","Mythpat","UgyHz5Kqq7bF0E8Z0Eh4AaABAg","",1,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgyHz5Kqq7bF0E8Z0Eh4AaABAg","2024-03-18 10:17:21",0,"Mythpat","http://www.youtube.com/@karankharayat5457",
552,"@IncClash","Jokic mvp 😂","Ugzoi1HPGzxD-XHcUzt4AaABAg","",1,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=Ugzoi1HPGzxD-XHcUzt4AaABAg","2024-03-18 10:15:39",0,"Jokic mvp 😂","http://www.youtube.com/@IncClash",
553,"@taralisarma2466","Mythpat bhaiiiiiiiii❤❤❤😂😂😂","Ugw4NogBqPy67vJiksF4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=Ugw4NogBqPy67vJiksF4AaABAg","2024-03-18 10:15:17",0,"Mythpat bhaiiiiiiiii❤❤❤😂😂😂","http://www.youtube.com/@taralisarma2466",
554,"@vishalvanapara","Mythpat opi ❤❤❤","UgzPWWr2ylnm1w3Ff9x4AaABAg","",1,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgzPWWr2ylnm1w3Ff9x4AaABAg","2024-03-18 10:13:05",0,"Mythpat opi ❤❤❤","http://www.youtube.com/@vishalvanapara",
555,"@Max-wc1jv","That breaking glass haunted😂","UgyDGu2WkAzkjTcX0kh4AaABAg","",2,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgyDGu2WkAzkjTcX0kh4AaABAg","2024-03-18 10:13:01",0,"That breaking glass haunted😂","http://www.youtube.com/@Max-wc1jv",
556,"@suscibete_cuysito","LO SIENTO YOLO PERO PREFIERO LA VOS DE FEDE😅😅","Ugxv_h_v1plZQQ1rD3B4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=Ugxv_h_v1plZQQ1rD3B4AaABAg","2024-03-18 10:11:41",0,"LO SIENTO YOLO PERO PREFIERO LA VOS DE FEDE😅😅","http://www.youtube.com/@suscibete_cuysito",
557,"@akoskovacs9158","There was something in behind at 8:15","UgxW6NcG0STDfX0H2Fd4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgxW6NcG0STDfX0H2Fd4AaABAg","2024-03-18 10:11:24",0,"There was something in behind at 8:15","http://www.youtube.com/@akoskovacs9158",
558,"@JosephjavierBonillapillajo","Si tiene la boz de yolo","UgxEgbZghBKXgRN8KmJ4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgxEgbZghBKXgRN8KmJ4AaABAg","2024-03-18 10:11:23",0,"Si tiene la boz de yolo","http://www.youtube.com/@JosephjavierBonillapillajo",
559,"@phwjaseditkpop1225","Zulu mythlat permanent please 😅❤","UgxTF3rhXScGIHZPfid4AaABAg","",1,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgxTF3rhXScGIHZPfid4AaABAg","2024-03-18 10:11:17",0,"Zulu mythlat permanent please 😅❤","http://www.youtube.com/@phwjaseditkpop1225",
560,"@user-js2kl1uv9s","안녕하세요","UgzS9ti401DJeikFqM94AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgzS9ti401DJeikFqM94AaABAg","2024-03-18 10:10:47",0,"안녕하세요","http://www.youtube.com/@user-js2kl1uv9s",
561,"@chinkiandladooshowofficial","Mythpat bhaiiiiiiiiiiiiiiiiiiii❤❤","UgzGqvIsWBoEQ6oczth4AaABAg","",2,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgzGqvIsWBoEQ6oczth4AaABAg","2024-03-18 10:10:20",0,"Mythpat bhaiiiiiiiiiiiiiiiiiiii❤❤","http://www.youtube.com/@chinkiandladooshowofficial",
562,"@user-sp4wl2eh6d","dmais","UgwWQYXwlIsr3jMClX94AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgwWQYXwlIsr3jMClX94AaABAg","2024-03-18 10:09:58",0,"dmais","http://www.youtube.com/@user-sp4wl2eh6d",
563,"@user-pt3td3oe5q","Ночую наверху.","UgwWnTTtwAioVpQGjhh4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgwWnTTtwAioVpQGjhh4AaABAg","2024-03-18 10:09:29",0,"Ночую наверху.","http://www.youtube.com/@user-pt3td3oe5q",
564,"@phwjaseditkpop1225","Mythpat audience 🎉❤","UgzoZhgJDw15SH4CAXF4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgzoZhgJDw15SH4CAXF4AaABAg","2024-03-18 10:08:19",0,"Mythpat audience 🎉❤","http://www.youtube.com/@phwjaseditkpop1225",
565,"@soniasodhi9812","Mythpat bhaiiiiiiii","UgxK9-MiZduT59z6bkl4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgxK9-MiZduT59z6bkl4AaABAg","2024-03-18 10:08:18",0,"Mythpat bhaiiiiiiii","http://www.youtube.com/@soniasodhi9812",
566,"@Legend.Arbs5","Supported me😢","UgyfWNEq1E4i8d4CpLF4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgyfWNEq1E4i8d4CpLF4AaABAg","2024-03-18 10:08:17",0,"Supported me😢","http://www.youtube.com/@Legend.Arbs5",
567,"@soniasodhi9812","Mythpat bhaiiiiiiiiii","UgxUtmDZBO2VP7qp1eh4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgxUtmDZBO2VP7qp1eh4AaABAg","2024-03-18 10:07:49",0,"Mythpat bhaiiiiiiiiii","http://www.youtube.com/@soniasodhi9812",
568,"@shobhaundirwade8139","mythpat has done properly mr. Beast ?","UgzNK12lUUdGiQVDr4R4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgzNK12lUUdGiQVDr4R4AaABAg","2024-03-18 10:07:23",0,"mythpat has done properly mr. Beast ?","http://www.youtube.com/@shobhaundirwade8139",
569,"@soniasodhi9812","Mythpat bhai","Ugz2ESZZGSbUOIYdzwV4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=Ugz2ESZZGSbUOIYdzwV4AaABAg","2024-03-18 10:07:19",0,"Mythpat bhai","http://www.youtube.com/@soniasodhi9812",
570,"@Manoj_Jaint","Mythpat bhetreeeen","UgwHS5W8uhnHKQRiVtl4AaABAg","",1,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgwHS5W8uhnHKQRiVtl4AaABAg","2024-03-18 10:05:56",0,"Mythpat bhetreeeen","http://www.youtube.com/@Manoj_Jaint",
571,"@Trap_arvind","Maythpat bhaii 😂😂😂","UgxzTEKpD1usPG0L5Pl4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgxzTEKpD1usPG0L5Pl4AaABAg","2024-03-18 10:05:48",0,"Maythpat bhaii 😂😂😂","http://www.youtube.com/@Trap_arvind",
572,"@YOURMind-km4if","Mythpat ki Bhai ke aage koii bol skta hai kya...","Ugy2OmZr1813Q7MRLEF4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=Ugy2OmZr1813Q7MRLEF4AaABAg","2024-03-18 10:04:40",0,"Mythpat ki Bhai ke aage koii bol skta hai kya...","http://www.youtube.com/@YOURMind-km4if",
573,"@bhojpuriplanets","जबरदस्त 👌👌","Ugze-mbk6ticv7P6S0R4AaABAg","",1,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=Ugze-mbk6ticv7P6S0R4AaABAg","2024-03-18 10:03:12",0,"जबरदस्त 👌👌","http://www.youtube.com/@bhojpuriplanets",
574,"@abhinavwadhwa6279","Mythpat audience","UgzfSxWtf1mgSyE4OmV4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgzfSxWtf1mgSyE4OmV4AaABAg","2024-03-18 10:02:39",0,"Mythpat audience","http://www.youtube.com/@abhinavwadhwa6279",
575,"@cfxshadow","Mythpat audience","UgynEBL4b5msYdQb6pF4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgynEBL4b5msYdQb6pF4AaABAg","2024-03-18 10:02:33",0,"Mythpat audience","http://www.youtube.com/@cfxshadow",
576,"@tejaswanikorram0750","Mythpat❤","UgxZgjmM2y11s1upsqJ4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgxZgjmM2y11s1upsqJ4AaABAg","2024-03-18 10:02:16",0,"Mythpat❤","http://www.youtube.com/@tejaswanikorram0750",
577,"@user-kr3hu2vq2l","Mytho","Ugwa9s9mHBd6fht1Ijd4AaABAg","",1,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=Ugwa9s9mHBd6fht1Ijd4AaABAg","2024-03-18 10:00:15",0,"Mytho","http://www.youtube.com/@user-kr3hu2vq2l",
578,"@arsh_sandhu1234","Mythpat\'s voice suits better ❤","UgwOe_mq8WbNApVH9Y54AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgwOe_mq8WbNApVH9Y54AaABAg","2024-03-18 09:57:21",0,"Mythpat\'s voice suits better ❤","http://www.youtube.com/@arsh_sandhu1234",
579,"@anjalikatyal9374","Mythpat bhaii","UgxbU3CiReV4K8jLS054AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgxbU3CiReV4K8jLS054AaABAg","2024-03-18 09:56:29",0,"Mythpat bhaii","http://www.youtube.com/@anjalikatyal9374",
580,"@AshrafMohammad-vm9sm","Mythpat opppppppp","Ugzg5omkHY4DKt16D_l4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=Ugzg5omkHY4DKt16D_l4AaABAg","2024-03-18 09:55:53",0,"Mythpat opppppppp","http://www.youtube.com/@AshrafMohammad-vm9sm",
581,"@user-of8qf5lw2y","Try To MythPat For Dub ❤","UgxN-DWJVnxnWRwnIoN4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgxN-DWJVnxnWRwnIoN4AaABAg","2024-03-18 09:52:36",0,"Try To MythPat For Dub ❤","http://www.youtube.com/@user-of8qf5lw2y",
582,"@myself_sushnata","Mythpat bhaiiìiiiiiiiiii❤","UgzfEGlwgZb6KlhoO4t4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgzfEGlwgZb6KlhoO4t4AaABAg","2024-03-18 09:52:31",0,"Mythpat bhaiiìiiiiiiiiii❤","http://www.youtube.com/@myself_sushnata",
583,"@Kamalshorts_","For Mythpet..❤❤","UgwGMqVIU2ilU6RvksB4AaABAg","",1,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgwGMqVIU2ilU6RvksB4AaABAg","2024-03-18 09:51:28",0,"For Mythpet..❤❤","http://www.youtube.com/@Kamalshorts_",
584,"@Billionaire.s_Mindset","Zulu mythpat","UgyWZNjUiXERI2ZXjGJ4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgyWZNjUiXERI2ZXjGJ4AaABAg","2024-03-18 09:50:44",0,"Zulu mythpat","http://www.youtube.com/@Billionaire.s_Mindset",
585,"@user-rk9kz6lx3t","8:15 That\'s who\'s behind","UgwfIrhlHy_LIwdbdOd4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgwfIrhlHy_LIwdbdOd4AaABAg","2024-03-18 09:50:43",0,"8:15 That\'s who\'s behind","http://www.youtube.com/@user-rk9kz6lx3t",
586,"@ApnePhone70","Mythpad bhaiioo😢","UgwPXIu0tfmk-dVvw6l4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgwPXIu0tfmk-dVvw6l4AaABAg","2024-03-18 09:49:33",0,"Mythpad bhaiioo😢","http://www.youtube.com/@ApnePhone70",
587,"@user-py4ui2xg3s","bahut bura sound hai mythapt zulu","Ugw-L3IyxS11jL1CFc54AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=Ugw-L3IyxS11jL1CFc54AaABAg","2024-03-18 09:49:23",0,"bahut bura sound hai mythapt zulu","http://www.youtube.com/@user-py4ui2xg3s",
588,"@user-zv1xt8zl5d","Até q n foi tão ruim assim","UgyLOKpc70KXM76PBEF4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgyLOKpc70KXM76PBEF4AaABAg","2024-03-18 09:48:36",0,"Até q n foi tão ruim assim","http://www.youtube.com/@user-zv1xt8zl5d",
589,"@legend_boy839","Hacker(mythpat)","Ugz6IZULlCqcuBOs4ep4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=Ugz6IZULlCqcuBOs4ep4AaABAg","2024-03-18 09:47:14",0,"Hacker(mythpat)","http://www.youtube.com/@legend_boy839",
590,"@learnpianowithathrav6630","mythpat bhaiii!!!","UgyKHTgpLEFF8ABb_D14AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgyKHTgpLEFF8ABb_D14AaABAg","2024-03-18 09:46:35",0,"mythpat bhaiii!!!","http://www.youtube.com/@learnpianowithathrav6630",
591,"@anitarajwade8617","Mythpat ✨🌈🌈","UgzEDEcDSZl-lxrDkUB4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgzEDEcDSZl-lxrDkUB4AaABAg","2024-03-18 09:46:15",0,"Mythpat ✨🌈🌈","http://www.youtube.com/@anitarajwade8617",
592,"@anjalikatyal9374","Mythpat bhaiiii","Ugya9_a6-Cmhert8xR14AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=Ugya9_a6-Cmhert8xR14AaABAg","2024-03-18 09:44:32",0,"Mythpat bhaiiii","http://www.youtube.com/@anjalikatyal9374",
593,"@Funwithkavin482","Mythpat audience or Mr beast audience","UgyJMuApdHjnScBxfXR4AaABAg","",2,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgyJMuApdHjnScBxfXR4AaABAg","2024-03-18 09:44:30",0,"Mythpat audience or Mr beast audience","http://www.youtube.com/@Funwithkavin482",
594,"@PawanBhandari-jr2xu","Mythpat vai k aagey koi bool Sakta hey kyaa ehhh mythpat vai 😅","UgzHQS96O8CoDTb7tcN4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgzHQS96O8CoDTb7tcN4AaABAg","2024-03-18 09:44:27",0,"Mythpat vai k aagey koi bool Sakta hey kyaa ehhh mythpat vai 😅","http://www.youtube.com/@PawanBhandari-jr2xu",
595,"@Aayushthapa665","Mythpat voice best","Ugy8xPRDiJXOd5OxvEZ4AaABAg","",2,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=Ugy8xPRDiJXOd5OxvEZ4AaABAg","2024-03-18 09:43:53",0,"Mythpat voice best","http://www.youtube.com/@Aayushthapa665",
596,"@ayanrabi3730","Mythpat","UgyKIXsWLSFNQ9rNDCp4AaABAg","",1,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgyKIXsWLSFNQ9rNDCp4AaABAg","2024-03-18 09:42:50",0,"Mythpat","http://www.youtube.com/@ayanrabi3730",
597,"@PivoPivoPivo7","тут есть русские?","Ugzgg87Gy-yJhA0ccYJ4AaABAg","",1,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=Ugzgg87Gy-yJhA0ccYJ4AaABAg","2024-03-18 09:42:33",1,"тут есть русские?","http://www.youtube.com/@PivoPivoPivo7",
598,"@user-rn7yr6vk7s","Даа❤","Ugzgg87Gy-yJhA0ccYJ4AaABAg.A17aghBVW9tA17bVsl058H","@PivoPivoPivo7",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=Ugzgg87Gy-yJhA0ccYJ4AaABAg.A17aghBVW9tA17bVsl058H","2024-03-18 09:49:40",0,"Даа❤","http://www.youtube.com/@user-rn7yr6vk7s",
599,"@opgaming-wh9cg","Mythpat bhaii❤❤❤❤","Ugzz-iPNw7MA_qYN8zp4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=Ugzz-iPNw7MA_qYN8zp4AaABAg","2024-03-18 09:41:52",0,"Mythpat bhaii❤❤❤❤","http://www.youtube.com/@opgaming-wh9cg",
600,"@anjalikatyal9374","Mythpat bhaiii You\'re the best","UgyUveL4RD-pcyskQmB4AaABAg","",1,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgyUveL4RD-pcyskQmB4AaABAg","2024-03-18 09:41:22",0,"Mythpat bhaiii You\'re the best","http://www.youtube.com/@anjalikatyal9374",
601,"@rajuchoudhury3448","umm, awaaz mythpath ki to acchi h lekin rachitroo ki jyada acchi hoti","UgxvrJ3WtQQZqOt_TZ14AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgxvrJ3WtQQZqOt_TZ14AaABAg","2024-03-18 09:41:05",0,"umm, awaaz mythpath ki to acchi h lekin rachitroo ki jyada acchi hoti","http://www.youtube.com/@rajuchoudhury3448",
602,"@mdarifrahoman1456","Please do sometings for Palestine","UgxWmOXatcOJOlofwNZ4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgxWmOXatcOJOlofwNZ4AaABAg","2024-03-18 09:40:49",0,"Please do sometings for Palestine","http://www.youtube.com/@mdarifrahoman1456",
603,"@seemapandey6794","MYTHPAT BHAIIIIIIIIIIIII😂😂😂😂","UgyGRtPNyq6mSnvD77Z4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgyGRtPNyq6mSnvD77Z4AaABAg","2024-03-18 09:39:37",0,"MYTHPAT BHAIIIIIIIIIIIII😂😂😂😂","http://www.youtube.com/@seemapandey6794",
604,"@crazygaming-fc7fr","Mythpat bhaaaaaaaaiiiiii","UgxRsrJhCB7gNLmXUpp4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgxRsrJhCB7gNLmXUpp4AaABAg","2024-03-18 09:36:32",0,"Mythpat bhaaaaaaaaiiiiii","http://www.youtube.com/@crazygaming-fc7fr",
605,"@Mortis_129","Bro whats that Person standing behind 8:15","Ugw5IyBS5yZNSUf-d5J4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=Ugw5IyBS5yZNSUf-d5J4AaABAg","2024-03-18 09:34:36",0,"Bro whats that Person standing behind 8:15","http://www.youtube.com/@Mortis_129",
606,"@kanhaGamer15","Mythpat bhai","Ugyc0-Tsw-5091CajWt4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=Ugyc0-Tsw-5091CajWt4AaABAg","2024-03-18 09:34:24",0,"Mythpat bhai","http://www.youtube.com/@kanhaGamer15",
607,"@rhmundo1938","La realidad supera la ficción.","Ugz3NF_9H6CZ0-AV6o94AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=Ugz3NF_9H6CZ0-AV6o94AaABAg","2024-03-18 09:33:57",0,"La realidad supera la ficción.","http://www.youtube.com/@rhmundo1938",
608,"@AswajithKA","Mythpat bhaiiiiii","UgwSgoH3M-2IhYG-4qB4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgwSgoH3M-2IhYG-4qB4AaABAg","2024-03-18 09:32:30",0,"Mythpat bhaiiiiii","http://www.youtube.com/@AswajithKA",
609,"@smudgeCat.original","Go to Chernobyl? Ok?","UgwUXqrEg56GbxSKmBZ4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgwUXqrEg56GbxSKmBZ4AaABAg","2024-03-18 09:31:54",0,"Go to Chernobyl? Ok?","http://www.youtube.com/@smudgeCat.original",
610,"@fahimzehen3456","Brother, help the Palestinians. helpless people Arranges food for children.","Ugx9p-zmZpQHCLfXrhl4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=Ugx9p-zmZpQHCLfXrhl4AaABAg","2024-03-18 09:30:00",0,"Brother, help the Palestinians. helpless people Arranges food for children.","http://www.youtube.com/@fahimzehen3456",
611,"@jayasirsu1600","Kya dub kiya broo mythpat ne🤯🤯","UgyU-sr0Ru0IuxTwo9N4AaABAg","",16,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgyU-sr0Ru0IuxTwo9N4AaABAg","2024-03-18 09:29:53",0,"Kya dub kiya broo mythpat ne🤯🤯","http://www.youtube.com/@jayasirsu1600",
612,"@petxxt6089","Mythpat bhaiiiiii","Ugz7lU7CNsFsdNJncOt4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=Ugz7lU7CNsFsdNJncOt4AaABAg","2024-03-18 09:29:51",0,"Mythpat bhaiiiiii","http://www.youtube.com/@petxxt6089",
613,"@RAJKUMAR-uq4hx","Mythpat bhaii","UgxbDcOw-fR_On2b5a94AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgxbDcOw-fR_On2b5a94AaABAg","2024-03-18 09:29:31",0,"Mythpat bhaii","http://www.youtube.com/@RAJKUMAR-uq4hx",
614,"@Annudilod","Mythpat❤","UgyvnDVgjwcZxNb6bfJ4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgyvnDVgjwcZxNb6bfJ4AaABAg","2024-03-18 09:27:43",0,"Mythpat❤","http://www.youtube.com/@Annudilod",
